Unnamed: 0,name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,visibility,solarradiation,solarenergy,uvindex,conditions,description,icon,Bad API Request:Invalid location parameter value.
0,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-17,28.1,16.6,21.8,26.7,16.6,21.6,2.4,29.3,0.0,0.0,6.5,349.1,1018.3,24.1,159.3,13.8,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-18,28.0,17.3,21.9,26.6,17.3,21.7,-0.3,23.3,0.0,0.0,6.1,280.4,1015.8,24.1,143.3,12.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-19,28.1,17.0,21.8,26.7,17.0,21.5,-0.3,23.7,0.0,0.0,7.9,79.9,1016.3,24.1,155.6,13.3,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-20,28.0,16.5,21.5,26.6,16.5,21.2,-0.9,23.2,0.0,0.0,7.2,347.2,1016.8,24.1,159.3,13.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-21,27.7,16.4,21.3,26.7,16.4,21.1,-1.7,22.1,0.0,0.0,9.0,295.7,1015.5,24.1,135.6,11.7,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-22,29.0,16.3,21.5,27.3,16.3,21.3,-1.4,22.3,0.0,0.0,9.4,283.8,1012.5,24.1,181.5,15.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-23,29.2,17.2,22.0,27.5,17.2,21.7,-1.0,22.2,0.0,0.0,11.5,87.2,1011.7,24.1,153.1,13.2,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-24,28.8,16.9,21.9,27.2,16.9,21.7,-0.1,23.9,0.0,0.0,10.8,72.5,1014.8,24.1,142.0,12.0,5.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-25,27.5,18.9,22.3,26.3,18.9,22.2,0.5,24.1,0.0,0.0,9.0,107.8,1014.0,24.1,99.0,8.7,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-26,29.0,19.4,22.6,27.3,19.4,22.4,1.0,24.6,0.0,0.0,14.0,85.0,1014.9,24.1,131.6,11.7,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-27,27.6,17.8,21.5,26.6,17.8,21.4,2.8,29.8,0.0,0.0,14.0,32.3,1016.3,24.1,125.1,11.1,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-28,25.5,18.6,21.0,25.5,18.6,21.0,6.3,38.8,0.0,0.0,11.8,153.1,1016.5,24.1,79.6,6.9,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-29,21.2,16.0,18.4,21.2,16.0,18.4,10.9,62.4,2.0,25.0,17.3,342.9,1016.3,22.5,69.1,6.3,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-11-30,22.9,15.3,18.2,22.9,15.3,18.2,11.6,66.7,0.6,12.5,11.9,2.8,1015.4,24.1,118.6,10.2,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Chiniot, Pakistan, Pakistan",31.718,72.983,2023-12-01,23.6,13.6,17.7,23.6,13.6,17.7,8.6,57.8,0.0,0.0,11.9,329.6,1013.8,24.1,142.4,12.3,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-17,29.9,18.0,23.1,28.0,18.0,22.6,-2.4,18.9,0.0,0.0,13.7,51.1,1017.8,24.1,182.5,15.6,7.0,Clear,Clear conditions throughout the day.,clear-day,
1,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-18,29.7,17.1,22.7,27.9,17.1,22.3,-3.6,18.0,0.0,0.0,10.4,47.9,1015.5,24.1,182.3,15.6,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-19,30.6,18.3,23.5,28.6,18.3,23.0,-0.6,20.9,0.0,0.0,10.4,61.0,1015.4,24.1,177.8,15.2,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-20,31.0,18.6,24.0,28.9,18.6,23.5,-1.8,18.7,0.0,0.0,12.6,38.0,1016.1,24.1,175.7,15.2,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-21,30.9,19.1,23.9,28.8,19.1,23.4,-3.0,17.0,0.0,0.0,10.1,40.5,1015.3,24.1,158.1,13.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-22,32.6,19.9,25.3,30.2,19.9,24.5,-2.0,17.0,0.0,0.0,12.2,242.8,1012.1,24.1,196.9,17.2,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-23,33.2,20.9,25.8,30.7,20.9,25.1,-1.5,17.0,0.0,0.0,11.9,239.2,1010.1,24.1,172.6,15.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-24,32.3,20.4,25.1,30.0,20.4,24.4,-1.1,18.3,0.0,0.0,16.9,54.2,1012.6,24.1,170.4,14.7,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-25,31.1,20.1,24.6,29.0,20.1,24.1,-0.7,19.4,0.0,0.0,18.0,43.8,1012.7,24.1,129.4,11.1,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-26,31.5,20.2,25.1,29.3,20.2,24.5,1.1,21.2,0.0,0.0,20.9,42.4,1012.5,24.1,148.3,12.9,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-27,28.6,19.9,23.7,27.2,19.9,23.5,4.5,29.1,2.1,25.0,32.8,38.0,1013.1,21.6,115.5,9.9,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-28,25.5,18.1,21.2,25.5,18.1,21.2,10.9,52.3,2.2,25.0,33.5,36.7,1014.1,23.5,118.6,10.2,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-29,24.8,16.7,20.0,24.8,16.7,20.0,12.9,64.6,0.7,12.5,29.3,26.3,1015.0,24.1,157.0,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
13,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-11-30,24.9,16.3,20.0,24.9,16.3,20.0,10.4,55.6,0.0,0.0,19.4,28.0,1015.2,24.1,160.6,14.1,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Sadiqabad, Pakistan, Pakistan",28.294,70.095,2023-12-01,25.8,16.8,20.8,25.8,16.8,20.8,7.6,43.9,0.0,0.0,10.4,19.8,1014.0,24.1,161.5,14.1,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-17,27.0,15.0,21.4,27.1,15.0,21.4,10.6,55.2,0.0,0.0,14.8,60.7,1018.3,7.7,174.6,15.0,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-18,30.0,18.7,24.0,28.1,18.7,23.5,-2.7,17.3,0.0,0.0,9.4,88.4,1015.5,24.1,173.5,14.9,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-19,31.0,19.7,24.8,28.9,19.7,24.2,-3.1,16.1,0.0,0.0,7.9,48.9,1015.4,24.1,171.6,14.8,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-20,31.1,19.7,24.9,29.0,19.7,24.4,-1.5,17.8,0.0,0.0,8.6,56.5,1016.0,24.1,164.3,14.1,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-21,31.2,20.0,25.1,29.1,20.0,24.5,-2.0,17.0,0.0,0.0,7.2,83.9,1015.3,24.1,162.7,14.0,6.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
5,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-22,32.7,20.9,26.1,30.3,20.9,25.4,-1.7,16.3,0.0,0.0,11.2,200.6,1012.1,24.1,189.3,16.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-23,33.0,21.9,26.8,30.6,21.9,25.9,-0.8,16.7,0.0,0.0,11.5,115.9,1010.0,24.1,165.6,14.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-24,32.8,22.3,26.7,30.4,22.3,25.9,-1.3,16.4,0.0,0.0,13.7,82.2,1011.8,24.1,161.0,14.1,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-25,30.0,20.6,24.7,28.1,20.6,24.2,-0.3,19.7,0.0,0.0,17.6,24.0,1012.4,24.1,112.6,9.6,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-26,31.5,20.0,25.0,29.3,20.0,24.4,1.1,21.3,0.0,0.0,13.3,25.4,1012.2,24.1,148.6,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-27,29.9,21.6,24.9,28.2,21.6,24.5,4.4,27.1,0.1,4.17,26.3,44.0,1012.2,24.1,137.9,11.7,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-28,27.1,19.2,22.1,26.6,19.2,22.1,9.9,46.5,0.0,0.0,23.4,15.1,1014.4,24.1,151.1,13.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-29,26.2,16.8,21.0,26.2,16.8,21.0,11.3,55.4,0.0,0.0,17.3,38.4,1014.9,24.1,146.6,12.9,6.0,Clear,Clear conditions throughout the day.,clear-day,
13,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-11-30,25.4,16.6,20.7,25.4,16.6,20.7,10.3,53.4,0.0,0.0,10.6,67.1,1015.1,24.1,154.8,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Larkana, Pakistan, Pakistan",27.567,68.215,2023-12-01,26.3,17.4,21.4,26.3,17.4,21.4,7.7,42.6,0.0,0.0,6.2,138.7,1013.9,24.1,156.9,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-17,26.0,13.4,20.0,26.0,13.4,20.0,11.0,61.1,0.0,0.0,14.8,338.3,1018.7,5.6,164.0,14.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-18,28.5,17.0,22.0,27.0,17.0,21.7,0.8,25.2,0.0,0.0,8.6,355.2,1015.8,24.1,157.6,13.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-19,29.1,16.5,22.0,27.4,16.5,21.6,0.4,24.7,0.0,0.0,12.2,55.6,1016.3,24.1,166.9,14.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-20,28.7,16.5,21.9,27.1,16.5,21.5,0.2,24.6,0.0,0.0,9.7,16.8,1016.5,24.1,165.3,14.3,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-21,28.0,16.2,21.3,26.6,16.2,21.1,-2.1,21.5,0.0,0.0,13.3,327.7,1015.4,24.1,149.3,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-22,28.8,15.4,21.1,27.2,15.4,20.9,-1.9,22.3,0.0,0.0,9.7,313.3,1012.7,24.1,189.7,16.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-23,29.6,16.3,21.8,27.8,16.3,21.5,-2.4,20.2,0.0,0.0,9.4,99.8,1011.8,24.1,161.4,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-24,29.6,16.7,22.0,27.8,16.7,21.7,-1.6,21.3,0.0,0.0,9.4,73.4,1014.5,24.1,159.8,13.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-25,27.4,17.9,21.7,26.6,17.9,21.7,0.9,25.6,0.0,0.0,8.3,71.5,1014.1,24.1,95.6,8.4,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-26,29.0,19.2,22.6,27.3,19.2,22.4,1.0,24.6,0.0,0.0,11.5,79.8,1014.9,24.1,138.4,12.0,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-27,28.9,18.2,22.5,27.3,18.2,22.3,1.4,25.4,0.0,0.0,11.2,51.6,1015.6,24.1,130.6,11.1,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-28,24.0,18.5,21.0,24.0,18.5,21.0,6.8,40.7,0.0,0.0,19.4,139.1,1016.3,24.1,50.5,4.5,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-29,22.5,16.1,18.9,22.5,16.1,18.9,8.2,50.5,0.7,8.33,10.8,39.6,1015.8,23.7,50.5,4.2,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-11-30,23.1,15.4,18.0,23.1,15.4,18.0,12.3,70.7,4.9,25.0,10.8,358.4,1014.5,22.2,137.8,11.7,5.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
14,"Kasur, Pakistan, Pakistan",31.121,74.462,2023-12-01,23.3,13.7,17.8,23.3,13.7,17.8,10.3,63.0,0.0,0.0,10.8,340.7,1013.4,24.1,148.6,12.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Gujrat, Pakistan",32.572,74.081,2023-11-17,27.0,13.0,19.6,26.8,13.0,19.6,10.1,59.9,0.0,0.0,11.2,300.1,1019.0,7.4,167.0,14.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Gujrat, Pakistan",32.572,74.081,2023-11-18,27.1,16.1,21.1,26.7,16.1,21.0,-0.7,23.9,0.0,0.0,7.2,314.8,1015.8,24.1,146.3,12.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Gujrat, Pakistan",32.572,74.081,2023-11-19,27.2,16.0,21.0,26.3,16.0,20.9,-0.3,24.7,0.0,0.0,7.2,64.6,1016.5,24.1,156.5,13.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Gujrat, Pakistan",32.572,74.081,2023-11-20,27.3,15.7,20.8,26.3,15.7,20.6,-0.2,25.4,0.0,0.0,9.0,322.0,1016.8,24.1,162.5,14.1,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Gujrat, Pakistan",32.572,74.081,2023-11-21,27.2,15.8,20.6,26.2,15.8,20.4,0.0,26.4,0.0,0.0,11.9,312.6,1015.5,24.1,146.3,12.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Gujrat, Pakistan",32.572,74.081,2023-11-22,27.5,15.1,20.3,26.5,15.1,20.3,-0.6,25.5,0.0,0.0,9.4,304.0,1012.6,24.1,184.2,15.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Gujrat, Pakistan",32.572,74.081,2023-11-23,27.4,15.5,20.5,26.5,15.5,20.5,0.3,26.8,0.0,0.0,10.1,85.0,1012.3,24.1,157.8,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Gujrat, Pakistan",32.572,74.081,2023-11-24,27.5,16.1,21.0,26.3,16.1,20.9,0.8,26.7,0.0,0.0,9.5,29.0,1015.2,24.1,148.0,12.6,5.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Gujrat, Pakistan",32.572,74.081,2023-11-25,25.9,17.5,20.9,25.9,17.5,20.9,0.7,26.5,0.0,0.0,8.9,318.2,1014.3,24.1,98.3,8.4,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Gujrat, Pakistan",32.572,74.081,2023-11-26,26.7,18.0,21.2,26.7,18.0,21.2,0.4,25.5,0.0,0.0,9.0,76.0,1015.7,24.1,126.4,10.8,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Gujrat, Pakistan",32.572,74.081,2023-11-27,26.4,16.5,20.2,26.4,16.5,20.2,3.1,32.7,0.0,0.0,13.3,342.0,1016.3,24.1,129.5,11.4,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Gujrat, Pakistan",32.572,74.081,2023-11-28,23.9,16.5,19.6,23.9,16.5,19.6,4.9,38.5,0.0,0.0,12.2,283.5,1016.6,24.1,82.4,7.2,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Gujrat, Pakistan",32.572,74.081,2023-11-29,23.5,15.5,18.6,23.5,15.5,18.6,7.9,52.5,5.6,16.67,17.6,359.0,1016.4,22.3,90.4,7.8,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Gujrat, Pakistan",32.572,74.081,2023-11-30,21.8,14.6,17.1,21.8,14.6,17.1,11.9,72.5,1.3,29.17,14.4,73.3,1015.5,22.3,120.6,10.5,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Gujrat, Pakistan",32.572,74.081,2023-12-01,22.6,13.5,17.3,22.6,13.5,17.3,10.2,64.8,0.1,4.17,10.3,321.9,1013.7,23.8,144.1,12.3,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-17,28.4,16.9,22.0,27.0,16.9,21.7,3.2,30.2,0.0,0.0,8.6,6.0,1018.3,24.1,154.7,13.4,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-18,29.1,17.4,22.3,27.4,17.4,21.9,1.7,26.6,0.0,0.0,7.6,360.0,1015.8,24.1,155.0,13.4,6.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
2,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-19,29.4,16.8,22.2,27.6,16.8,21.8,0.6,25.0,0.0,0.0,9.4,88.9,1016.0,24.1,162.1,13.9,6.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-20,29.2,16.7,22.0,27.5,16.7,21.7,-0.1,23.9,0.0,0.0,8.3,34.2,1016.5,24.1,161.3,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-21,28.3,16.6,21.6,26.8,16.6,21.4,-2.1,21.2,0.0,0.0,8.3,342.3,1015.5,24.1,134.9,11.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-22,29.6,16.0,21.7,27.8,16.0,21.4,-3.0,19.7,0.0,0.0,7.9,310.3,1012.5,24.1,184.5,15.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-23,30.5,17.3,22.6,28.5,17.3,22.2,-2.6,19.0,0.0,0.0,10.8,133.1,1011.5,24.1,156.6,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-24,30.2,17.2,22.5,28.2,17.2,22.2,-1.9,20.2,0.0,0.0,9.6,91.5,1014.2,24.1,152.8,13.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-25,28.5,18.9,22.7,27.0,18.9,22.5,-0.6,21.7,0.0,0.0,10.1,120.0,1013.8,24.1,110.0,9.6,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-26,29.6,19.0,23.3,27.8,19.0,23.0,0.7,22.8,0.0,0.0,10.8,99.6,1014.5,24.1,137.1,12.0,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-27,29.3,18.8,23.0,27.6,18.8,22.8,1.9,25.5,0.0,0.0,12.2,72.5,1015.3,24.1,118.9,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-28,22.5,18.0,20.2,22.5,18.0,20.2,8.9,49.9,0.6,8.33,13.0,96.8,1016.5,24.1,30.0,2.4,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-29,23.5,15.0,18.5,23.5,15.0,18.5,10.4,60.4,0.7,16.67,18.0,35.1,1015.8,23.8,88.5,7.8,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Okara, Pakistan, Pakistan",30.8,73.445,2023-11-30,23.1,14.0,17.6,23.1,14.0,17.6,11.8,70.8,2.1,8.33,11.5,14.8,1015.0,22.3,140.1,12.0,5.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
14,"Okara, Pakistan, Pakistan",30.8,73.445,2023-12-01,24.1,13.7,17.9,24.1,13.7,17.9,8.9,58.7,0.0,0.0,11.5,327.6,1013.8,24.1,145.3,13.0,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-17,23.0,17.6,20.0,23.0,17.6,20.0,18.5,91.1,20.6,91.67,13.0,118.9,1012.3,14.1,162.9,14.0,7.0,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
1,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-18,25.7,16.8,20.5,25.7,16.8,20.5,18.0,86.4,16.0,79.17,14.4,107.2,1012.0,19.9,285.2,24.6,10.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
2,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-19,26.0,17.1,20.7,26.0,17.1,20.7,17.9,85.2,6.0,62.5,16.6,74.3,1011.3,20.7,289.2,24.9,10.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
3,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-20,26.1,17.5,20.7,26.1,17.5,20.7,18.1,85.6,9.5,70.83,15.1,67.5,1010.7,18.9,287.3,24.7,10.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
4,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-21,25.0,17.7,20.5,25.0,17.7,20.5,18.2,87.7,14.8,75.0,19.1,108.8,1010.5,18.4,279.2,24.0,10.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
5,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-22,24.7,18.3,20.6,24.7,18.3,20.6,17.8,84.4,2.6,33.33,21.6,100.9,1010.5,22.3,255.9,22.0,8.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
6,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-23,25.1,17.6,20.8,25.1,17.6,20.8,17.2,80.7,3.0,29.17,17.3,99.0,1010.7,20.5,252.5,21.9,8.0,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
7,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-24,25.5,16.8,20.3,25.5,16.8,20.3,17.3,83.4,6.0,29.17,15.1,131.4,1010.2,18.8,276.6,23.9,9.0,"Rain, Partially cloudy",Clearing in the afternoon with storms possible.,rain,
8,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-25,24.4,16.3,19.8,24.4,16.3,19.8,17.5,87.1,14.6,33.33,10.4,163.1,1010.6,14.7,279.8,24.5,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
9,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-26,25.0,16.5,19.5,25.0,16.5,19.5,16.9,85.5,27.6,33.33,13.7,93.8,1010.5,18.1,281.6,24.5,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
10,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-27,23.9,15.4,19.2,23.9,15.4,19.2,16.9,87.3,9.3,25.0,10.4,176.7,1011.2,21.1,286.1,25.1,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
11,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-28,24.7,16.3,20.1,24.7,16.3,20.1,16.6,81.2,2.5,20.83,17.3,141.4,1010.8,23.0,287.9,25.1,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
12,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-29,23.9,16.1,19.7,23.9,16.1,19.7,16.5,82.4,6.3,25.0,13.3,150.0,1011.1,21.0,283.1,24.3,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
13,"Mingoro, Aroi, Uganda",3.118,30.872,2023-11-30,25.1,16.2,20.2,25.1,16.2,20.2,16.1,78.2,0.0,0.0,19.8,117.6,1010.7,24.1,275.0,23.9,9.0,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
